qd1,qd2,phrase1,phrase2,label
46061,46062,yes body face right name memory even correct remember except far proof,bad carry around obscene post card really,0
46063,46064,left behind return ogre villain true enough mortal fallible one less invoke fear pity ogre mad true enough told madness victim also,think read unfaithful,0
46065,46066,one fate afternoon afternoon afternoon see,wastebasket probably,0
46067,46068,even wait tether horse stood rein arm hand head spoke bald outrageous word exactly consult jones man bitch dog cow mare,always wastebasket,0
46069,46070,told come back home,think get cold,0
46071,46072,rosa coldfield engage last lack fact sister bequeath least something shelter kin might become charge upon town rosie coldfield lose weep found man fail keep rosa coldfield would right right enough woman rather wrong want man wrong admit,mean wastebasket important thing writer catherine say,0
46073,46074,cant forgive insult even jilt dead,use think ought get really wonderful one would worthy,0
46075,46076,oh yes know know,never put anything writes wastebasket,0
46077,46078,two month later learn packed belonging put shawl hat come back town live alone house parent dead go judith would come bring food sutpen hundred dire necessity brute inexplicable flesh stubborn live brought miss coldfield accept,writes ridiculous child notebook nt throw anything away,0
46079,46080,dire indeed passing negro servant go work white see sunup gathering green along garden fence pull fence since garden seed plant one tool work even know completely freshman year gardening doubtless would work know reach garden fence gathering vegetable though would welcome enter garden get would even gathering sent since people judge benbow would leave basket provision front porch night,cross thing writes along side page,0
46081,46082,would permit would even use stick reach fence draw vegetable could grasp reach unaided arm limit brigandage never pass,whole business fraud really,0
46083,46084,keep see steal sent forth town awake nigger would sent forth broad daylight forage would care exactly cavalry hero write verse would sent men,make mistake spell grammar,0
46085,46086,rosie coldfield lose weep caught beau could nt keep oh yes tell found beau insult something heard forgiven much say thought heard realize like thunderclap must mind day week even month maybe look daily mind even know,know marita nt even really know grammar,0
46087,46088,forgave,poor david marita say,0
46089,46090,tell different,course french bad catherine say,0
46091,46092,nt,never see try write,0
46093,46094,nothing forgive lose never certain segment rotten mud walk life spoke never heard never shall walk,fake along well enough conversation amuse slang,0
46095,46096,never certainly sewer sense would mean maybe think wrong mean,actually illiterate,0
46097,46098,matter,bad say david,0
46099,46100,even nub insult,thought wonderful catherine say found could nt write even simple note correctly,0
46101,46102,mean anyone anything world never would never even ellen even jones granddaughter,able write french,0
46103,46104,articulate world,ta gueule david say cheerfully,0
46105,46106,walk shadow,good sort thing catherine say,0
46107,46108,lightblinded batlike image torment cast fierce demoniac lantern beneath earth crust hence retrograde reverse abysmal chaotic dark eternal abysmal dark complete descend mark gradation,quick tag slang probably outdated know,0
46109,46110,ellipsis cling try cling vain unsubstantial hand hop would hold save arrest mark,speaks idiomatic french ca nt write,0
46111,46112,last fatherless daughter wash jones child heard die memphis brothelto find severence even rest peace last stroke rusty scythe,really illiterate marita face,0
46113,46114,told inform though jones time someone else kind enough turn aside tell dead,handwrite terrible,0
46115,46116,dead,ca nt write like gentleman speak like one language,0
46117,46118,cry,especially,0
46119,46120,dead,poor david marita say,0
46121,46122,lie dead heaven hell dare,ca nt say give best year life catherine say,0
46123,46124,cant marry,live since march think certainly give best month life,0
46125,46126,cant marry,one fun anyway certainly make fun,0
46127,46128,dead,wish nt end complete disillusion discover man illiterate practice solitary vice wastebasket full clipping something call original romeike whoever,0
46129,46130,dead,girl would discourage frankly go put,0
46131,46132,yes,take clipping burn david say,0
46133,46134,kill,would soundest thing,0
46135,46136,quentin could nt pas,would nt like go swim devil,0
46137,46138,even listen say maam,catherine look slyly,0
46139,46140,say,know,0
46141,46142,something house,ask,0
46143,46144,house,burn clipping,0
46145,46146,clytie,catherine,0
46147,46148,something living,marita ask,0
46149,46150,hidden,course catherine say,0
46151,46152,four year living hidden house,david stood look,0
46153,46154,table quentin lie open text book beneath lamp white oblong envelope familiar blur mechanical jefferson jan miss open dear son father slop fine hand dead dusty summer prepared harvard father hand could lie strange lamplit table cambridge dead summer wistaria cigarsmell mississippi strange room across strange iron new england snow dear son miss rosa coldfield bury yesterday,felt completely hollow,0
46155,46156,remain coma almost two week two day ago die without regain consciousness without pain say whatever mean since always seem painless death must take intelligence violent surprise rear speak since death anything beyond brief peculiar emotional state bereave must brief likewise peculiar state subject well,like come around curve mountain road road gulf ahead,0
46157,46158,aught painful intelligence child idiot slow gradual confront long period bewilderment dread taught regard irrevocable unplumable finality know,marita stand,0
46159,46160,either access comfort cessation pain ultimate escape stubborn dread outrage period fortythree year companionship bread fire know letter bring september even soon need require say neither aunt cousin uncle rosa,catherine look face calm reasonable,0
46161,46162,miss rosa coldfield old lady die young outrage one summer shreve say mean kin kin actually one southern bayard guinevere kin,let go swim marita say,0
46163,46164,die,swim point back,0
46165,46166,shreve first time nobody first time cambridge since september tell south,glad pleasant finally catherine say,0
46167,46168,like,want go long time,0
46169,46170,live,really get quite cool,0
46171,46172,wait,forget september,0
46173,46174,right right,get david drove back hotel early even light,0
46175,46176,old dame aunt rosa miss rosa tell,catherine quiet car anyone passing might return afternoon one unfrequented beach estérel,0
46177,46178,right right right,war ship longer sight left car driveway sea beyond pine blue calm,0
46179,46180,old aunt rall right right right right,even beautiful clear morning,0
46181,46182,nt nt set foot house even fortythree year yet say somebody hidden found somebody would believe would drive twelve mile buggy midnight see right,walk entrance hotel david take bag beach thing storeroom put,0
46183,46184,yes quentin say,let take catherine say,0
46185,46186,slut nt,ought go dry,0
46187,46188,walk scythe beyond whose symbolic shape even though dead even earth decline longer bear weight jeered,sorry david say,0
46189,46190,yes quentin say,turn door storeroom walk work room end hotel,0
46191,46192,yes quentin say,inside room open big vuitton suitcase,0
46193,46194,word,pile cahiers story write go,0
46195,46196,white,four bulky envelope bank contain press clipping,0
46197,46198,trash jones clerk know maybe delusion make money store rebuild plantation escape twice get freed creditor set child destroy one another posterity decide maybe wrong free get decide wrong unfree get turn right around bought way back bead calico strip candy showcase shelf,pile cahiers narrative write intact,0
46199,46200,yes quentin say,close lock suitcase search drawer armoire search room,0
46201,46202,sound like father thought glance face quiet repose curiously almost sullen moment shreve lean forward lamp naked torso pinkgleaming babysmooth cherubic almost hairless twin moon spectacle glint moonlike rubicund face smell quentin cigar wistaria see firefly blowing wink september dusk,believe story could go,0
46203,46204,shoot like dog,believe could,0
46205,46206,jones,beach know might seem impossible really believe,0
46207,46208,sho kernel sho catch fell commandeer first passing wagon take house carry front step pointless formal door beneath fanlight import pane pane europe judith held open enter change alteration calm frozen face worn four year stair bedroom put bed like baby lie floor beside bed though sleep since dawn man bed would stir groan jones would say hyer kernel,calm careful restrain train danger emergency disaster seem possible could really happen,0
46209,46210,hit right,knew happen still thought might ghastly joke,0
46211,46212,aint whupped u yit air,empty dead heart reopen suitcase checked lock checked room,0
46213,46214,jones demon rode away regiment granddaughter eight year old would tell people look major place nigger even time ask troop perhaps time come believe lie among first greet demon return meet gate say well kernel kilt u aint whupped u yit air,danger emergency,0
46215,46216,even work labor sweat demon behest first furious period demon believe could restore sheer indomitable willing sutpen hundred remember lose labor hope pay reward must see long demon would admit task jones apparently saw still furious lecherous wreck old fine figure man galloped black thoroughbred domain two boundary eye could see point,disaster,0
46217,46218,yes quentin say,could nt,0
46219,46220,sunday morning come demon away dawn judith think knew since morning black stallion rode virginia lead back son born wife penelope foal demon get early look almost week caught found old negress midwife squat beside quilt pallet dawn jones sat porch rusty scythe lean two year could tell heard horse demon enter stood pallet rid whip hand look mother child say well milly bad mare like penelope,must hidden someplace,0
46221,46222,could give decent stall stable turn go old negress squat heard voice jones stand back,could storeroom room could put marita room,0
46223,46224,nt touch wash,could nt really destroyed,0
46225,46226,go tech kernel heard whip though scythe whistle air blow nothing since always merely consummates punishment evokes cry evokes last silence occurs silence,one could fellow human,0
46227,46228,night finally found fetch home wagon carry quiet bloody teeth still show part beard hardly grizzle although hair almost white light lantern pine torch step tearless stonefaced daughter held door open use like drive fast church rode fast time never reach church since daughter decide driven methodist church town married mother return grave cedar grove,still could believe felt sick inside close lock door,0
46229,46230,judith woman thirty look old weak grow old either enclose static ballooning already lifeless flesh series stage gradual collapse whose particle adhere iron still impervious framework one another though communal oblivious mindless life like colony maggot demon grown old kind condensation anguish emergence primary indomitable ossification soft color texture light electric aura youth merely temporarily assuage never conceal,two girl bar david come,0
46231,46232,spinster homemade shapeless clothing hand could either transfer egg hold plow straight furrow borrow two halfwild young mule pull wagon rode fast toward church far go homemade coffin regimentals saber embroider gauntlet young mule bolt turn wagon tumble saber plume ditch daughter extricate fetch back cedar grove read service,marita look saw thing catherine watch come look mirror,0
46233,46234,tear bereavement time whether time mourn ran store found buyer keep open carry key apron pocket hail kitchen garden even field since clytie plow jones go,look reflection mirror,0
46235,46236,follow demon within twelve hour sunday maybe place maybe would even scuppernong vine compulsion bread ambition fornication vengeance maybe would nt even drink would miss without know miss often serene pleasant unmarked time change weather something wind shadow demon would stop talk jones would stop guffaw would look one another grope grave intent demon would say wash,put devil,0
46237,46238,something happen,david ask,0
46239,46240,jones look demon grope sober say nt know kernel whut,turn away mirror look,0
46241,46242,watch,wo nt tell say,0
46243,46244,shadow would fade mind die away last jones would say serene even triumphant mought kilt u aint whupped u yit air,take care,0
46245,46246,would hail woman child pail basket whereupon clytie would go store unlock serve customer lock store return sell store last spent money tombstone,wish tell david say,0
46247,46248,shreve say,need much,0
46249,46250,told,nt say,0
46251,46252,father shoot quail gray day rain night ditch horse could nt cross father get give rein name,worthless hat,0
46253,46254,nigger mule,one kibo david say,0
46255,46256,luster,love kibo,0
46257,46258,lead around ditch father cross rain begin come gray solid slow make sound quentin aware yet rid head lower drizzle look slope wet yellow sedge die upward rain like melt gold saw grove clump cedar crest hill dissolve rain tree drawn ink wet cedar beyond beyond ruin field beyond would oak grove gray huge rot desert house half mile away,nt remember,0
46259,46260,mr compson stop look back luster mule towsack use saddle wrap around head knee drawn lead horse ditch find place cross,go,0
46261,46262,better get rain mr compson say,go tear keep could nt find,0
46263,46264,go come within hundred yard cedar anyway,anyway say dead,0
46265,46266,go slope,david saw marita look look away,0
46267,46268,could see two dog steady furrow sedge invisible dog quarter slope one flung head look back,look back,0
46269,46270,mr compson gesture hand toward tree quentin follow,burn catherine,0
46271,46272,dark among cedar light dark gray even quiet rain faint pearly globule materialize gun barrel five headstone like drop notquitecongealed melting cold candle marble two flat heavy vault slab three headstone lean little awry carve letter even entire word momentary legible faint light raindrop brought particle particle gloom release two dog come drift like smoke hair closeplastered damp curl one indistinguishable apparently inextricable ball warmth,wo nt tell either catherine say,0
46273,46274,flat slab crack across middle weight vanish hole brick cop one vault fall smooth faint path worn small generation small animal since could nothing eat grave long time though letter quite legible ellen coldfield sutpen,part thing,0
46275,46276,born october,burn clip,0
46277,46278,die january thomas sutpen colonel mississippi infantry csa,david ask,0
46279,46280,die august last date add later crudely chisel even dead divulge born,wo nt tell catherine say,0
46281,46282,quentin look stone quietly think beloved wife,talk like policeman school,0
46283,46284,ellen coldfield sutpen would nt thought would money buy marble say,tell devil,0
46285,46286,bought mr compson say,want know,0
46287,46288,bought two regiment virginia judith get word mother dead,paid catherine say,0
46289,46290,thought,paid money,0
46291,46292,could see plain,know david say,0
46293,46294,nt explain three say,generous,0
46295,46296,must cost something,burn devil,0
46297,46298,would paid,wo nt tell,0
46299,46300,mr compson say,tell,0
46301,46302,quentin could feel look,ask go away,0
46303,46304,think,really go anyway marita say,0
46305,46306,quentin look three identical headstone faint identical letter slant little soft loamy decay accumulate cedar needle decipherable look close first one charles bon,see later catherine,0
46307,46308,born new orleans louisiana,good catherine say,0
46309,46310,die sutpen hundred mississippi may,nt fault heiress,0
46311,46312,age year month,david sat tall stool catherine look mirror watch marita go room,0
46313,46314,could feel father watch,burn devil,0
46315,46316,say,david ask,0
46317,46318,money get sell store,tell,0
46319,46320,yes mr compson say,would nt understand catherine say,0
46321,46322,quentin stoop brush away cedar needle read next one,want go,0
46323,46324,one dog rise approach thrust head see look like human would association human acquire quality curiosity attribute men ape,know say david,0
46325,46326,get away say thrust dog back one hand brush cedar needle away smooth hand legibility faint letter grayed word charles etienne saintvalery bon feel father watch remark rise third stone bore date,burn devil,0
46327,46328,could nt store time say,iron drum hole madame us burn trash catherine say,0
46329,46330,sell store besides date think would terrible sure enough want put beloved husband first one,everything burn,0
46331,46332,ah mr compson say,yes,0
46333,46334,one grandfather attend,pour petrol bidon remise,0
46335,46336,judith come town one day brought money get never knew unless left price store sell brought money inscription except date death course write see three week clytie new orleans find boy fetch back though grandfather course know money inscription,make big fire everything burn,0
46337,46338,oh quentin say,david u,0
46339,46340,yes,sure david say,0
46341,46342,lead beautiful,everything burn,0
46343,46344,life divorce irrevocably excommunicate reality,oh yes,0
46345,46346,although death instant dissolution importance since courage fortitude face pain annihilation would make spartan man resemble pull boy yet funeral graf little puny affirmation spurious immortality set slumber incalculable importance,go look like nt necessary,0
46347,46348,die,paper burn black stir stick,0
46349,46350,quentin say,go look david say,0
46351,46352,soon dress consume begin mend,back catherine say,0
46353,46354,stood operation recover outlive kinswoman several year,sure david say,0
46355,46356,one afternoon die peacefully particular ailment bury wedding gown,burning trash burner former fiftyfivegallon gasoline drum hole punch,0
46357,46358,oh quentin say,stick use stir ash still freshly blacken one end old broom handle use capacity,0
46359,46360,yes,bidon stone shed contain kerosene,0
46361,46362,one afternoon summer one graf three actually water tear,drum identifiable char bit green cover cahiers david found scrap burnt newsprint two char bit pink paper identify use romeike clip service,0
46363,46364,grandfather saw year judith sell store grandfather attend ridden see matter witness interlude ceremonial widowhood bright dramatic pageantry,one could distinguish providence ri dateline,0
46365,46366,nt know time octoroon come judith could even know write bon dead,ash well stir would doubtless unburned char material care sift examine patiently,0
46367,46368,elevenyearold boy look like eight,tore pink paper providence ri print small piece drop former gasoline drum replace upright position,0
46369,46370,negress come hand octoroon crystal bottle smell help rise take silk cushion give octoroon parasol return house little boy still hold negress apron negress support woman one arm judith follow face like mask like marble back house across tall scale portico house clytie cooking egg corn bread judith live,reflect never providence rhode island replace broom handle stone shed notice presence race bicycle tire need inflation reentered kitchen hotel empty proceed salon join wife catherine bar,0
46371,46372,stayed week,nt way say,0
46373,46374,yes clytie stood impassive beside wagon last day follow second ceremonial grave silk cushion parasol smellingbottle mother child duenna depart new orleans,catherine ask,0
46375,46376,grandfather say wonder become mother even care death elopement marriage would grow one metamorphosis dissolution next carry along old accumulate rubbishyears call memory recognizable change phase phase butterfly change cocoon clear carry nothing leave nothing behind elide complete intact unresisting next avatar overblown rise magnolia elides one rich june next leave bone substance dust whatever dead pristine soulless rich surrender anywhere sun earth,yes david say sat one stool put elbow bar,0
46377,46378,yet make resistance return quietly docilely decay house see one time fierce brooding woman come get live calm white one even fierce anything except calm even name yet somehow closely related owner one spot earth ever see mother weep,probably would enough burn clipping catherine say,0
46379,46380,cross strange threshold irrevocable demarcation lead drag driven herd stern implacable presence gaunt barren household silken remain clothes delicate shirt stocking shoe still remain remind vanished flee arm body leg woven chimera smoke,really thought ought make clean sweep,0
46381,46382,meant little child need suffer approach sort earth create suffer order approach sort heaven,right david say,0
46383,46384,grandfather know either told must negro,go right narrative nothing interrupt,0
46385,46386,could neither heard yet recognize term nigger even word tongue knew born grown pad silken vacuum cell might suspend cable thousand fathom sea pigmentation moral value silk wall scent rosecolored candle shade abstraction might fidelity decorum gentleness affection purely root flesh office digestive process,start morning,0
46387,46388,grandfather know sent trundle bed last quit wish time come loneliness grief become callous retire judith bedroom sent sleep hall clytie likewise move pallet though pallet like cot elevate still perhaps judith decree either negress fierce inexorable spurious humility,sure david say,0
46389,46390,cot move attic garment hang behind curtain contrive piece old carpet nail across corner rag silk broadcloth arrive harsh jean homespun two woman bought make accept thanks comment accept garret room way ask make alteration spartan arrangement knew second year fourteen one clytie judith found hidden beneath mattress shard broken mirror know hour amaze tearless grief might spent examine delicate outgrown tatter perhaps could even remember quiet incredulous incomprehension,glad reasonable catherine say,0
46391,46392,clytie sleep hall bar foot attic stair guard escape exit inexorably spanish duenna teach chop wood work garden plow strength increase,could nt know worthless david,0
46393,46394,resiliency rather since would never light bone almost boy light bone womanish hand struggle anonymous avatar intractable mule whatever tragic barren clown bound fellow complement beneath first father curse get hang gradually two link savage steelandwood male symbol rip prone rich female earth corn feed,show,0
46395,46396,clytie watch never sight brooding fierce unflagging jealous care hurry whenever anyone white black stop road wait boy complete furrow pause long enough spoken send boy single quiet word even gesture hundred time fierce level murmur vituperation drove passerby,could nt kept kibo one like,0
46397,46398,grandfather believe neither responsible go negro,told try find,0
46399,46400,clytie guard spanish virgin even could even suspect would ever come live interrupt first contact nigger sent back house judith could refuse time let sleep white child bed room even could reconcile sleep floor could force clytie take another bed would make monk celibate perhaps yet eunuch may permit pas foreigner yet certainly would driven consort negro,want rewrite tell word word,0
46401,46402,grandfather nt know even though know town countryside knew strange little boy living apparently emerge house first time age twelve year whose presence even unaccountable town county since believe knew henry shot bon,fun,0
46403,46404,wonder clytie judith manage keep conceal time believe widow bury bon even though paper show incredulous shock speculation grandfather though hundred dollar write direction judith hand fourth tombstone safe time yet associate boy child see two year ago octoroon come weep grave believe child might clytie get father body daughter,really,0
46405,46406,boy see always near house clytie always nearby youth learn plow clytie somewhere nearby soon well know grim unflagging alertness discover interrupt attempt speak grandfather couple last boy youth child three four year ago visit grave,see,0
46407,46408,happen negro ball held cabin mile sutpen hundred present grandfather never know often whether go engage dance dice game progress kitchen trouble start trouble negro start accord witness reason accusation cheat nothing,want tell,0
46409,46410,make denial say nothing refuse speak sit court sullen pale silent point truth evidence vanished moil clump negro back head black arm hand clutch stick stove wood cooking implement razor white man focal point use knife produce somewhere clumsily obvious lack skill practice yet deadly earnestness strength slight build deny strength compose sheer desperate imperviousness punishment blow slash take return even seem feel,could want,0
46411,46412,jim,david say,0
46413,46414,jim,would write though,0
46415,46416,already late hamblett voice wake last someone snap finger nose wake look prisoner say white even voice die away order stop voice shock short circuit every face room turn toward prisoner hamblett cry,ca nt write thing david,0
46417,46418,come,know,0
46419,46420,grandfather get quashed indictment paid fine brought back office talk judith wait anteroom,tell anytime want,0
46421,46422,charles bon son say,nt really care others,0
46423,46424,nt know answer harsh sullen,worthless,0
46425,46426,nt remember,really,0
46427,46428,grandfather say,help,0
46429,46430,answer,go africa write viewpoint mature,0
46431,46432,grandfather told must go away disappear give money go ever among stranger people nt know whatever,country ca nt change much,0
46433,46434,make right talk call,think would nice write spain instead though,0
46435,46436,go far late stop sat look still face expression judith nothing hope pain sullen inscrutable look callous womanish hand crack nail held money grandfather thought could say miss judith since would postulate blood ever,say country almost africa advantage civilize language,0
46437,46438,thought nt even know whether want hide,david pour whiskey found bottle perrier uncapped pour glass,0
46439,46440,say miss sutpen,remember day pass place bottle perrier water plain way aigues mortes let talk write say catherine,0
46441,46442,tell miss sutpen go course wo nt know,like catherine say,0
46443,46444,go knew go right,constructive valid purpose,0
46445,46446,depart grandfather rode tell judith clytie come door look full steadily face say nothing go call judith grandfather wait dim shroud parlor knew would tell either,always write well start story,0
46447,46448,judith come presently stood look say suppose wont tell,bad thing dirt fly cruelty bestiality,0
46449,46450,wont cant grandfather say,seem almost grovel,0
46451,46452,promise make,horrible one massacre crater heart lessness father,0
46453,46454,money stop forlorn little boy invisible come eight year ago overall jumper remain silk broadcloth become youth tattered hat ancient curse become young man young man potence yet still lonely child parchmentanddenim hairshirt grandfather speak lame vain word specious empty fallacy call comfort think well dead well never live think vain empty recapitulation would say doubtless already say thought change person number,talk,0
46455,46456,return town,david ask,0
46457,46458,next time sent learn town learn country grapevine whose source among negro charles etienne saintvalery bon already return home return grandfather learn come back appear coal black apelike woman authentic wedding license brought back woman since severely beaten maul recently could even hold spavined saddleless mule rode wife walk beside keep fall rode house apparently flung wedding license judith face something invincible despair attack negro dice game,want talk catherine say,0
46459,46460,show judith license take wife already far go child ruin cabin chosen repair instal kennel gesture perhaps return house,want make realize necessary burn,0
46461,46462,nobody know transpire even judith whatever carpetless room furnish whatever chair chop burn cook food warmth maybe heat water illness time woman widowed bride son man bereave hereditary negro concubine resent black blood much deny white curious outrageous exaggeration inherent irrevocability almost exactly demon might,write david say,0
46463,46464,love mr compson say letter brought give grandmother keep,rather hear,0
46465,46466,quentin could see plainly saw one open upon open text book table white father dark hand linen leg september twilight cigarsmell wistariasmell firefly drift think yes,ca nt write thing david,0
46467,46468,heard much told much listen much long think yes shreve sound almost exactly like father letter,david say,0
46469,46470,know moral restoration might contemplate privacy house room night hurdle iron old tradition since see almost everything else learn call stable vanish like straw sit beside lamp straight chair erect calico save sunbonnet would miss head bare coalblack hair streak gray face stand,tell someone write catherine say,0
46471,46472,would sat perhaps would even ask cold level voice would much louder sound lamp flame wrong,friendly write,0
46473,46474,admit,really love happy,0
46475,46476,believe thing still matter matter,want kill david say,0
46477,46478,wrong,reason nt crazy,0
46479,46480,nothing matter breath breathing know alive,ca nt talk like david,0
46481,46482,child license paper,ca nt,0
46483,46484,paper one inescapably negro put aside one anymore dare bring prank young man wild youth child right,ca nt,0
46485,46486,nt father beget one,hear,0
46487,46488,none bad,hear,0
46489,46490,even keep woman child wish stay clytie watch star yet move immobile erect hand fold motionless lap hardly breathing wild bird beast might take flight expansion contraction nostril movement breast,hear say ca nt say thing,0
46491,46492,raise see need name neither see worry,ca nt say horrible thing like,0
46493,46494,general compson sell land go,hear david say,0
46495,46496,north city matter even ifbut,ca nt say thing,0
46497,46498,dare,wo nt stand,0
46499,46500,grandfather,divorce,0
46501,46502,even miss town first county medical officer told grandfather yellow fever judith move big house nursing judith disease grandfather told notify miss coldfield grandfather rode one day,would welcome,0
46503,46504,dismount sat horse call clytie look one upper window told nt need nothing,stay married never give divorce,0
46505,46506,within week grandfather learn clytie right right anyway though judith die first,would pretty,0
46507,46508,brush cling cedar needle one also read watch letter also emerge beneath hand wonder quietly could clung blister ash instant contact harsh unforgiving threat judith coldfield sutpen,anything want,0
46509,46510,daughter ellen coldfield,kill,0
46511,46512,born october,would nt give shit david say,0
46513,46514,suffer indignity travail world year month day go rest last february,ca nt even talk like gentleman time like,0
46515,46516,pause mortal remember vanity folly beware think quentin yes,would gentleman say time like,0
46517,46518,nt need ask invent put one think yes much long,sorry,0
46519,46520,nt need listen hear hear sound like father beautiful life woman,right david say,0
46521,46522,breathing draw meat drink beautiful attenuation unreality shade shape birth bereavement suffer bewilderment substanceless decorum lawn party charade perfect gesture without significance ability hurt,sorry,0
46523,46524,miss rosa order one,sorry ever met,0
46525,46526,decreed headstone judge benbow,shut please,0
46527,46528,executor father estate appoint since mr coldfield left neither estate except house rifle shell store,tell somebody write,0
46529,46530,would enter store command object shelf showcase exactly command two hundred dollar headstone judge benbow walk store aberrant cunning would wash dish napkin basket decline discussion affair benbow since must know sum receive must year ago overbalanced benbow office portfolio fat one estate goodhue coldfield,sorry mother ever met father ever make,0
46531,46532,private write across indelible ink,sorry born grow,0
46533,46534,judge die son percy open,say,0
46535,46536,file race form cancel bet ticket horse whose bone man knew lose race memphis track forty year ago ledger careful tabulation judge hand entry indicate date horse name wager whether lose another one show forty year put win amount equal loss mythical account whatever store brought,shut,0
46537,46538,listen knew already learn absorbed already without medium speech somehow born living beside child father say tell anything much struck word word resonant string remember,nt mean make speech,0
46539,46540,see graf ramble expedition boyhood whose aim mere hunt game see old house familiar would look even saw become large enough go one day four five boy size age dare one another evoke ghost since would haunt could haunt although stood empty unthreatening twentysix year nobody meet report ghost wagon full stranger move arkansas try stop spend night something happen could begin unload wagon even,really sorry,0
46541,46542,could would tell back wagon mule go back drive gallop ten minute stop reach jefferson,possibly david say,0
46543,46544,see rot shell house sag portico scale wall sag blind plankshuttered window set middle domain revert state bought sell bought sell,shit devil burn,0
46545,46546,listen nt dog stir rise look sure enough father say would luster halt mule two horse rain fifty yard cedar sit knee drawn towsack enclose cloudy vapor stream animal though look father lugubrious painless purgatory,story,0
46547,46548,come rain luster father say,david say,0
46549,46550,wo nt let old colonel hurt yawl come less go home luster say,sorry nt understand,0
46551,46552,tell ride old house,understood really ask question question realize rhetorical one,0
46553,46554,keep good dry,dis like rhetoric distrust use ashamed fall,0
46555,46556,moment one say nothing run without know begin run first since scar back across fallow raingutted brierchoked old field come old rot snake fence cross hurl earth land sky tree wood look different right,drank whiskey perrier slowly thought untrue everything understood forgiven tighten discipline conscientiously would work old day mechanic armorer go plane engine gun,0
46557,46558,yes quentin say,necessary work perfectly one way think use wet word comfort,0
46559,46560,one luster talk shreve say,necessary say catherine kill say quite truly rhetorically,0
46561,46562,father watch nt heard name nt even thought must name day saw vegetable patch say,ashamed speech follow statement,0
46563,46564,jim,nothing could statement truly make except tighten discipline would case begin lose control,0
46565,46566,luster say da,pour another whiskey put perrier watch small bubble form break,0
46567,46568,brightcolored boy whut stay wid dat ole woman father still watch say spell luster say dat lawyer word,god damn hell thought,0
46569,46570,whut dey put de law ketch,sorry stuffy say,0
46571,46572,de spell readin word,understand course,0
46573,46574,name bond would nt care inherit mother could never father,glad david say,0
46575,46576,father ask charles bon son would know either would nt care told would touch vanished would call mind long could set reaction either pride pleasure anger grief,go away morning,0
46577,46578,yes quentin say,hendaye paris see artist book,0
46579,46580,yet old gal aunt rosa told someone hiding say clytie jim bond say say would demon dead judith dead bon dead henry go far nt even left grave say go drove twelve mile night buggy found clytie jim bond say see,really,0
46581,46582,aunt rosa still say go,yes,0
46583,46584,yes,think,0
46585,46586,wait shreve say,waste time today make much progress need keep,0
46587,46588,god sake wait,go,0
46589,46590,zero outside quentin thought soon raise window deepbreathing clenchfisted naked waist warm rosy orifice iron quad,bug,0
46591,46592,yet moment thought hour past pipe lay smoke overturn cold light sprinkle ash table shreve cross pink brighthaired arm watch quentin behind two opaque lampglared moon spectacle,nt drive alone,0
46593,46594,want grandson shreve say,want,0
46595,46596,jesus south fine nt,nt devil,0
46597,46598,well theater nt,really,0
46599,46600,well ben hur nt,could nt let,0
46601,46602,wonder come away nt,go train,0
46603,46604,quentin answer,one bayonne,0
46605,46606,sat quite still face table hand lie either side open text book letter rest rectangle paper fold across middle open three quarter open whose bulk raise half leverage old crease weightless paradoxical levitation lie angle could possibly read decipher even without add distortion,rent car biarritz,0
46607,46608,yet seem look near shreve could tell face lower little brooding almost sullen,talk morning,0
46609,46610,told grandfather say,want talk,0
46611,46612,time architect escape try escape river bottom go back new orleans wherever demon hey,nt go devil,0
46613,46614,shreve say,go say,0
46615,46616,quentin answer pause voice level curious little dreamy yet still overtone sullen bemusement smolder outrage shreve still resemble spectacle nothing else waist table conceal anyone enter room would take stark naked baroque effigy create color cake dough someone faintly nightmarish affinity perverse watch thoughtful intent curiosity,go stop,0
46617,46618,sent word grandfather quentin say others get dog wild nigger hunt architect make take earth cave river bank two day later,think best way,0
46619,46620,second summer finish brick foundation laid big timber cut trim one day architect could nt stand anymore afraid would starve wild nigger maybe colonel sutpen would run grub eat maybe get homesick maybe go maybe girl shreve say,try stop,0
46621,46622,maybe want girl,wait go together,0
46623,46624,say demon nigger nt two,nt want go together,0
46625,46626,quentin answer either might heard talk curious repress calm voice though table book upon letter upon book hand lie either side book,want go tomorrow bug,0
46627,46628,go,nt agree go train,0
46629,46630,seem vanish broad daylight right middle twentyone people,ca nt stop anyone go train,0
46631,46632,maybe sutpen back turn nigger saw go nt think need mention wild men probably nt know sutpen naked mud day,age married nt make slave chattel,0
46633,46634,reckon nigger never know architect suppose could maybe thought sutpen sent told go away drown go away die maybe go away,go ca nt stop,0
46635,46636,jumped broad daylight embroider vest fauntleroy tie hat like baptist congressman probably carry hat hand ran swamp nigger watch sight go back work sutpen nt even miss night suppertime probably nigger told declare holiday tomorrow would get borrow dog,come back,0
46637,46638,would need dog nigger trail maybe thought guest others would use trail nigger would expect dog,plan,0
46639,46640,grandfather young brought champagne others brought whiskey begin gather little sundown sutpen house nt even wall yet nt anything yet line brick sunk ground right nt go bed anyhow grandfather say,see,0
46641,46642,sat around fire champagne whiskey quarter last venison sutpen kill midnight man dog come,nt see nt make difference,0
46643,46644,daylight dog little trouble first wild nigger run mile trail fun,reason coordinate project,0
