qd1,qd2,phrase1,phrase2,label
43433,43434,concrete say,go away shut put away catherine say,0
43435,43436,god amighty nt anse carry near sawmill stick leg saw,nt true,0
43437,43438,would cure,suggest go switzerland,0
43439,43440,could stuck head saw cure whole family,worried could see good doctor,0
43441,43442,anse anyway,way go dentist,0
43443,43444,lie,shut,0
43445,43446,takin back spade borrow say,know,0
43447,43448,right say,everything innocent u crazy,0
43449,43450,course borrow spade bury wife,know place,0
43451,43452,unless could borrow hole ground,easy drive beautiful,0
43453,43454,bad nt put,go aix st,0
43455,43456,hurt,remy rhone lyon geneva,0
43457,43458,speak say sweat big marble run face face color blotting paper,see get good advice make fun trip,0
43459,43460,course say,wo nt go,0
43461,43462,next summer hobble around fine leg,good intelligent doctor wo nt go,0
43463,43464,wont bother speak anything could call luck might say lucky leg broke say,nt hear,0
43465,43466,hit paw say say,wo nt go,0
43467,43468,kind woman,wo nt go,0
43469,43470,say,want scream,0
43471,43472,tell go upstairs alford office,right,0
43473,43474,country woman say,nt think,0
43475,43476,send courthouse say,try sleep,0
43477,43478,tell doctor go memphis barber convention,nt go,0
43479,43480,right say go away,nt,0
43481,43482,look pretty good country girl say,sleep,0
43483,43484,wait say,go work morning,0
43485,43486,wait go peeped crack,yes,0
43487,43488,could nt tell nothing except good leg light,might well,0
43489,43490,young say,work well say,0
43491,43492,say,know,0
43493,43494,look like pretty hot mamma country girl say,good night david,0
43495,43496,take say give chocolate,sleep well,0
43497,43498,take apron go,sleep long time,0
43499,43500,look pretty good,dream africa,0
43501,43502,one black eyed one look like soon put knife twotimed,good dream one woke,0
43503,43504,look pretty good,get go direct dream work,0
43505,43506,nt nobody else store dinner time,well new story sun come sea look see red sun,0
43507,43508,say,story wait moon rise felt dog hair rise hand stroke quiet watch listen moon come give shadow,0
43509,43510,doctor,arm around dog neck could feel shiver,0
43511,43512,say,night sound stop,0
43513,43514,sure say,hear elephant david see dog turn head seem settle david,0
43515,43516,quit look kind look around,elephant shadow cover move past make noise smell light wind come mountain,0
43517,43518,go back yonder,smell strong old sour past david saw left tusk long seem reach ground,0
43519,43520,say,wait elephant come david dog start run moonlight,0
43521,43522,quarter past twelve go told jody kind watch whistle old man come sight never get back one,dog kept close behind david stop dog press muzzle back knee,0
43523,43524,well lay jody say,david see bull come edge forest,0
43525,43526,hell fire stern quick cant wink,travel toward mountain slowly move steady night breeze,0
43527,43528,dont never get back one say,david come close enough see cut moon smell sour oldness could see right tusk,0
43529,43530,see go postoffice,afraid work closer dog take back wind push base tree try make understand,0
43531,43532,keep eye peel give whistle,thought dog would stay david move toward bulk elephant felt wet muzzle hollow knee,0
43533,43534,go,two follow elephant come opening tree,0
43535,43536,say,stood move huge ear,0
43537,43538,keep eye,bulk shadow moon would head,0
43539,43540,tell later,david reach behind close dog jaw gently hand move softly unbreathing right along edge night breeze feel cheek edge never let get bulk could see elephant head great ear slowly move,0
43541,43542,aint go give second,right tusk thick thigh curve almost ground,0
43543,43544,say,dog move back wind neck backtrack forest open park country,0
43545,43546,hell think,dog ahead stop david left two hunt spear trail follow elephant,0
43547,43548,say studfarm,swung shoulder thong leather cup harness best spear kept time hand start trail shamba,0
43549,43550,watch,moon high wonder drum shamba,0
43551,43552,go conference,something strange father drum,0
43553,43554,go back,nt go madrid either,0
43555,43556,stop glass smooth hair go behind prescription case wait,spain bad place crack,0
43557,43558,look medicine cabinet look,feel though married life never anything problem,0
43559,43560,madam say trouble,push hair back forehead kiss,0
43561,43562,female trouble say watch,want swim,0
43563,43564,get money say,yes,0
43565,43566,ah say,let dive high rock,0
43567,43568,get female trouble want female trouble,really high one,0
43569,43570,come right doctor,say,0
43571,43572,country people,swim dive head,0
43573,43574,half time dont know want balance time cant tell,right,0
43575,43576,clock say twenty past twelve,hold still dive,0
43577,43578,say,see close come,0
43579,43580,say,look watch poise high rock arc brown blue sky,0
43581,43582,aint say,come toward water rise spout hole water behind shoulder,0
43583,43584,look,turn water come front shook head,0
43585,43586,get money say,cut fine say,0
43587,43588,knew talk,swam point back wipe dry dress beach,0
43589,43590,oh say,really like dive close,0
43591,43592,get something belly wish nt,love,0
43593,43594,look,kiss felt cool fresh swim still taste sea,0
43595,43596,wish little little less huh,catherine come still sit bar,0
43597,43598,get money say,tire quiet polite,0
43599,43600,say could git something drugstore hit say,table say go nice drove little corniche stop villefranche watch battle cruiser come late,0
43601,43602,say,nt late marita say,0
43603,43604,say look,strange catherine say,0
43605,43606,dont want call name say,color bright,0
43607,43608,one put acorn belly,even gray bright,0
43609,43610,one told,olive tree glittery,0
43611,43612,dont say nothing,noon light david say,0
43613,43614,aint married,nt think say,0
43615,43616,say,nt nice lovely stop watch ship,0
43617,43618,never saw ring,nt look big big name,0
43619,43620,like aint heard yet use ring,please eat steak david say,0
43621,43622,get money say,eat hardly anything,0
43623,43624,show tie handkerchief ten spot,sorry say,0
43625,43626,swear say,good,0
43627,43628,give,like tournedos,0
43629,43630,yes say,would like something instead meat,0
43631,43632,one,eat salad,0
43633,43634,say,think could bottle perrierjouet,0
43635,43636,look,course,0
43637,43638,one give,always nice wine say,0
43639,43640,aint one say,always happy,0
43641,43642,look,afterward room catherine say nt worry david please,0
43643,43644,go say,speed much lately,0
43645,43646,dont say nothing,ask,0
43647,43648,trouble cellar aint one way hack inside stair,stroke forehead,0
43649,43650,clock say twentyfive one,nt know,0
43651,43652,pretty girl like say,sudden old morning nt even right time year,0
43653,43654,look,color start false,0
43655,43656,begin tie money back handkerchief,worried want get take care,0
43657,43658,excuse minute say,take wonderful care everybody,0
43659,43660,go around prescription case,go tire nt time knew would humiliate money ran borrow nt fix anything sign anything sloppy way,0
43661,43662,hear fellow sprain ear,worried dog,0
43663,43664,say,dog,0
43665,43666,could nt even hear belch,yes dog africa story,0
43667,43668,well get back old man come jody say,go room see need anything read story,0
43669,43670,stay front pay stay wont catch nobody say,marita talk room,0
43671,43672,go slow toward front skeet,nt listen,0
43673,43674,say,left key short change,0
43675,43676,cant tell say,half told,0
43677,43678,would nt ethical,wonderful say,0
43679,43680,go watch,frightens,0
43681,43682,say skeet say,elephant strange father,0
43683,43684,ah go say,never like like dog well anyone except david worried,0
43685,43686,aint nothing fill prescription,wonderful dog,0
43687,43688,may nothing woman back find monkey prescription case kick stern clean cellar stair,nt worry,0
43689,43690,stern kick big bastard say,read happen today story,0
43691,43692,go back watch,sure want,0
43693,43694,come back,shamba nt need worry,0
43695,43696,clock say fifteen one,right wo nt read get back,0
43697,43698,tie money handkerchief,kibo,0
43699,43700,aint doctor say,lovely name,0
43701,43702,sure say,name mountain,0
43703,43704,watch,part mawenzi,0
43705,43706,look young handsome,kibo,0
43707,43708,say,love much,0
43709,43710,use bunch old waterjointed doctor say jefferson use kind old doctor home,much alike,0
43711,43712,business start fall folk stayed well one day found woman would nt never get sick,feel well devil,0
43713,43714,run old doctor get u young goodlooking one woman would like woman begin get sick business picked,probably catherine say,0
43715,43716,country,hope,0
43717,43718,nt heard,wo nt last,0
43719,43720,maybe aint never need doctor,drive morning happy suddenly old old nt care anymore,0
43721,43722,need one say,old,0
43723,43724,come right one say,yes,0
43725,43726,already told,old mother old clothes wo nt outlive dog,0
43727,43728,get something,even story,0
43729,43730,say,think matter day exhaustion part story felt tiredness soon picked trail,0
43731,43732,get money,long time fresher well shape two men impatient slow trail regular halt father make hour hour,0
43733,43734,well say course doctor learn sort thing learn roll calomel cant help,could move ahead much faster juma father start tire ever noon take usual five minute rest see juma increase pace little,0
43735,43736,dont know trouble,perhaps nt,0
43737,43738,told could get something,perhaps seem faster dung fresher although warm yet touch,0
43739,43740,told could get drugstore,juma give rifle carry come last pile dung hour look take back,0
43741,43742,tell name,climb steadily across slope mountain trail go gap forest saw broken country ahead,0
43743,43744,say,tough part start davey father say,0
43745,43746,well go back ask,knew sent back shamba put trail,0
43747,43748,quit look kind turn handkerchief hand,juma know long time,0
43749,43750,get something say,father knew nothing,0
43751,43752,bad want something,another mistake nothing except gamble,0
43753,43754,say,david look big flatten circle print elephant foot saw bracken press broken stem flower weed dry beyond break,0
43755,43756,look,juma picked look sun,0
43757,43758,course doctor learns sort thing folk dont think know,juma hand broken weed david father father roll finger,0
43759,43760,aint suppose tell know,david notice white flower drooped dry,0
43761,43762,law,still dry sun shed petal,0
43763,43764,go front,go bitch father say,0
43765,43766,see,let get go,0
43767,43768,say,late afternoon still track broken country,0
43769,43770,aint yet,sleepy long time watch two men knew sleepiness real enemy follow pace try move sleep deaden,0
43771,43772,lie say,two men relieve track hour one second place look back regular interval check,0
43773,43774,maybe well come watch let consult,make dry camp dark forest go sleep soon sat woke juma hold moccasin feel bare foot blister,0
43775,43776,maybe lay egg say,father spread coat sit piece cold cooked meat two biscuit,0
43777,43778,come back,offer water bottle cold tea,0
43779,43780,look,feed davey father say,0
43781,43782,course realise could put penitentiary want say,foot good shape,0
43783,43784,would lose license go work,sound juma,0
43785,43786,realise,eat slowly drink tea go sleep,0
43787,43788,aint get ten dollar say,nt problem,0
43789,43790,could bring rest next month maybe,sorry sleepy,0
43791,43792,pooh say ten dollar,kibo hunt travel last night,0
43793,43794,see cant put price knowledge skill,nt sleepy,0
43795,43796,certainly little paltry sawbuck,little meat want,0
43797,43798,look,hungry,0
43799,43800,dont even blink,good,0
43801,43802,want,good three day,0
43803,43804,clock say four one,hit water tomorrow,0
43805,43806,decide well get,plenty creek come mountain,0
43807,43808,guess three time show say,go,0
43809,43810,dont even blink eye,juma think know,0
43811,43812,get something say,nt bad,0
43813,43814,look behind around look toward front,bad davey,0
43815,43816,gim medicine first say,go back sleep david say,0
43817,43818,mean ready right,nt need coat,0
43819,43820,say,juma right father say,0
43821,43822,gim medicine first say,always sleep warm know,0
43823,43824,take graduate glass kind turn back picked bottle look right man would keep poison set around unlabelled bottle ought jail anyway,david asleep even father say good night,0
43825,43826,smell like turpentine,woke moonlight face thought elephant great ear move stood forest head hung weight tusk,0
43827,43828,pour glass give,david thought night hollow way felt remember wake hungry,0
43829,43830,smell look across glass,found next three day,0
43831,43832,hit smell like turpentine say,story try make elephant come alive kibo see night moon risen,0
43833,43834,sure say,maybe david thought maybe,0
43835,43836,begin treatment,lock day work go room shut door told ca nt,0
43837,43838,come back ten oclock tonight give rest perform operation,elephant old father would someone else,0
43839,43840,operation,nothing except try write way,0
43841,43842,say,must write day well possibly use sorrow make know early sorrow come,0
43843,43844,wont hurt,must always remember thing believe know write wo nt betray,0
43845,43846,operation,write progress make,0
43847,43848,ever hear hair dog,go behind bar found bottle haig cold half bottle perrier make drink take big kitchen find madame,0
43849,43850,look,told go cannes would back lunch,0
43851,43852,work,scold drinking whiskey empty stomach ask cold could put empty stomach whiskey,0
43853,43854,say,brought cold chicken slice put plate make endive salad go bar make another drink come back sit kitchen table,0
43855,43856,sure work,nt drink eat monsieur madame say,0
43857,43858,come back get,good told,0
43859,43860,drunk whatever without batting eye go,drank mess like wine war,0
43861,43862,go front,wonder nt drunkard,0
43863,43864,nt get,like french say argue french work class drinking habit agree tease woman left,0
43865,43866,jody say,say tire nt ready take place,0
43867,43868,get,say would show evidence man rouse woman midi,0
43869,43870,say,say go cannes could get proper meal would come back like lion let woman south take care,0
43871,43872,ah come say,kiss affectionately kiss favour client brave femme david go take shower shave change,0
43873,43874,aint go try beat time,shower make feel good cheer talk madame,0
43875,43876,oh say,wonder would say knew thought,0
43877,43878,want little medicine,thing change since war monsieur madame sense style wish move change,0
43879,43880,get bad case dysentery little ashamed mention stranger,three client de gen trés bien,0
43881,43882,night anyway help old bastard check get hat get store eightthirty,long pay nt violent nothing wrong,0
43883,43884,go far corner watch pass two street lamp go sight,russian go british begin poor german ruin disregard establish rule well salvation whole coast,0
43885,43886,come back store wait ninethirty turn front light lock door left one light burning back go back put talcum powder six capsule land clear cellar ready,pioneer opening summer season still regard madness,0
43887,43888,come ten clock strike,look face mirror one side shave,0
43889,43890,let come walk fast,still say nt need pioneer shave side,0
43891,43892,look door nt nobody boy overall sit curb,note careful critical distaste almost silvery whiteness hair,0
43893,43894,want something,heard bugatti come long slope turn onto gravel stop,0
43895,43896,say,catherine come room,0
43897,43898,never say nothing look,scarf head sunglass take kiss david,0
43899,43900,lock door turn light go back,held close say,0
43901,43902,wait,good say,0
43903,43904,nt look,hot,0
43905,43906,say,smile put forehead shoulder,0
43907,43908,give box capsule,glad home,0
43909,43910,held box hand look capsule,go make tom collins brought catherine finish cold shower,0
43911,43912,sure work,take tall cold glass sip held smooth dark skin belly,0
43913,43914,say,touch glass tip breast come erect take long sip held cold glass belly,0
43915,43916,sure say,wonderful say,0
43917,43918,take rest treatment,kiss say oh nice,0
43919,43920,take,forgotten,0
43921,43922,say,nt see good reason give,0
43923,43924,cellar say,well nt say,0
43925,43926,store dark light pas window pas,go turn someone else prematurely,0
43927,43928,light tree around courthouse,silly idea,0
43929,43930,roost tree courthouse dark,get dress come david say,0
43931,43932,clock look four way dark,want fun like old day,0
43933,43934,moon dark,know,0
43935,43936,dark,make happy,0
43937,43938,darl go jackson brother darl brother way shin track,happy,0
43939,43940,let go way dewey dell say,careful say,0
43941,43942,dewey dell say,please,0
43943,43944,track go shin around window red track,right want,0
43945,43946,say would sell town boy,way grau du roi first time ever happen,0
43947,43948,christmas dewey dell say,want,0
43949,43950,wait till brings back,like grau du roi lovelier daytime love go away,0
43951,43952,darl go jackson,really,0
43953,43954,lot people nt go jackson,yes want,0
43955,43956,darl brother,oh want much,0
43957,43958,side,please slow let keep,0
43959,43960,go around courthouse see,yes,0
43961,43962,see black window beyond,oh yes,0
43963,43964,papa ellen say,please come,0
43965,43966,could see face clearly papa could expression worn carriage first sunday others,say,0
43967,43968,servant come say buggy ready,come back,0
43969,43970,yes,never thought would,0
43971,43972,anybody nobody could save even,yesterday go everything,0
43973,43974,show u triumph beneath notice,happy,0
43975,43976,show ellen,yes,0
43977,43978,six yea scarcely see,remember want dark darkest white girl world,0
43979,43980,aunt go keep house papa,blondest,0
43981,43982,perhaps year papa would go dinner maybe four time year ellen child would come spend day u,like ivory,0
43983,43984,know never enter house ellen married,always think,0
43985,43986,young even young enough believe due stubborn coal conscience remorse even,smooth ivory,0
43987,43988,know well know simply since papa give respectability wife nothing else could want papa even sheer gratitude let alone appearance could force forgo pleasure extent take family meal wife people,happy want fun way always,0
43989,43990,saw little,mine mine,0
43991,43992,time play even ever inclination,go turn way keep nothing,0
43993,43994,never learn saw reason try learn even time,awfully clear david say,0
43995,43996,six year though actually secret ellen since apparently go ever since drove last nail house difference time bachelorhood would hitch team saddle horse mule grove beyond stable come across pasture unseen house,really fine nt,0
43997,43998,plenty still god devil take advantage vice order supply witness discharge curse among gentlefolk kind scum riffraff could approach house circumstance even rear,really catherine say,0
43999,44000,yes ellen two child alone house twelve mile town stable hollow square face lantern light white face three side black one fourth center two wild negro fight naked fight white men fight rule weapon negro fight hurt one another quick bad ellen knew thought,gloomy morbid pitiful,0
44001,44002,accepted reconcile though breathingpoint outrage accept almost gratitude since say thank god least know cling still ran stable night men steal rear fell back away least grain decency ellen see two black beast expect see instead white one black one naked waist gouge one another eye color cover fur,nice lovely,0
44003,44004,yes,wonderful change,0
44005,44006,seem certain occasion perhaps end even spectacle grand finale perhaps matter sheer deadly forethought toward retention supremacy domination would enter ring one negro,go take turn catherine say,0
44007,44008,yes,mine today tomorrow,0
44009,44010,know excuse u gentleman ellen say,marita next two day,0
44011,44012,already depart nigger white slink slunk ellen watch either kneel dirt henry clung cry stand yet third nigger prod shirt coat though coat stick cage snake,god hungry,0
44013,44014,judith thomas,first time hungry week,0
44015,44016,judith,david catherine come back swim late afternoon drove cannes paris paper sat cafe read talk come home,0
44017,44018,say,david change found marita sit bar reading,0
44019,44020,oh lie triumph outrun build even well evil even could hop,recognize book,0
44021,44022,judith,one read,0
44023,44024,nt bed,good swim,0
44025,44026,dont lie thomas ellen say,ask,0
44027,44028,understand bring henry see want henry see try understand yes make try understand,yes,0
44029,44030,judith thomas,swam long way,0
44031,44032,baby girl thomas,dive high rock,0
44033,44034,nt expect understand say,glad say,0
44035,44036,woman,catherine,0
44037,44038,nt bring judith,cheerful,0
44039,44040,would bring,yes,0
44041,44042,nt expect believe,intelligent,0
44043,44044,swear,right,0
44045,44046,wish could believe ellen say,well,0
44047,44048,want believe,reading book,0
44049,44050,begin call,ca nt tell till day tomorrow,0
44051,44052,judith,reading slowly make last,0
44053,44054,call voice calm sweet fill despair judith honey,pact,0
44055,44056,time come bed,suppose,0
44057,44058,see two sutpen face judith negro girl beside look square entrance loft,would nt worry much book feel,0
44059,44060,twilight full smell father cigar sat front gallery supper would time quentin start deep shaggy lawn veranda firefly blew drift soft odor scent five month later mr compson letter would carry mississippi long iron new england snow quentin sittingroom harvard,change,0
44061,44062,day listen listen hearing mostly already knew since born still breathe air church bell rung sunday morning sunday heard even one original three bell steeple descendant pigeon strut croon wheel short course resemble soft fluid paintsmears soft summer sky,right david say,0
44063,44064,sunday morning june bell ring peaceful peremptory little denomination concord though lady child house negro carry parasol flywhisks even men lady move hoop among miniature broadcloth little boy pantalettes little girl skirt time lady walk float men sit foot rail holston house gallery look stranger,miss badly morning,0
44065,44066,already halfway across square saw big hardridden roan horse man beast look though create thin air set bright summer sabbath sunshine middle tire foxtrot face horse none ever see name none ever heard origin purpose never learn,day tomorrow say,0
44067,44068,next four week jefferson village holston house courthouse six store blacksmith livery stable saloon frequent drover peddler three church perhaps thirty residence stranger name go back forth among place business idleness among residence steady strophe antistrophe sutpen,nt worry,0
44069,44070,sutpen,first three hour fresher ask juma rifle carry juma shook head,0
44071,44072,sutpen,smile always david best friend taught hunt,0
44073,44074,sutpen,offer yesterday david thought much well shape today yesterday,0
44075,44076,town know almost month,ten oclock knew day would bad bad day,0
44077,44078,apparently come town man twentyfive town learn later time age could guess age could guess look like man sick,silly think could trail father think could fight,0
44079,44080,like man peacefully ill bed recover move sort diffident tentative amazement world believe point surrender like man solitary furnace experience fever like explorer ay face normal hardship pursuit chose overtaken add unforeseen handicap fever also fought enormous cost much physical mental alone unaided blind instinctive endure survive gain keep enjoy material prize accepted original gambit,knew men,0
44081,44082,man big frame gaunt almost emaciation short reddish beard resemble disguise pale eye quality visionary alert ruthless repose face whose flesh appearance pottery color oven fever either soul environment deeper sun alone beneath dead impervious surface glaze clay,professional hunter knew juma would even waste smile,0
44083,44084,saw though year town learn possess strong spent horse clothes back small saddlebag scarcely large enough contain spare linen razor two pistol miss coldfield told quentin butt worn smooth pickhandles use precision knit needle later quentin grandfather saw ride canter around sapling twenty foot put bullet play card fasten tree,knew everything elephant point sign without speak track become difficult father always yield juma,0
44085,44086,room holston house carry key morning fed saddle horse rode away daylight town likewise fail learn probably due fact bore pistol demonstration third day arrival,stop fill water bottle stream father say last day davey,0
44087,44088,depend inquiry find told would necessity night supper table holston house diningroom lounge would cross gain room lock door would soon finish eat,finally past broken country climb toward forest track elephant turn right onto old elephant trail,0
44089,44090,bar open lounge would place accost even inquire except fact use bar,saw father juma talk get juma look back way come far distant stony island hill dry country seem take bearing peak three far blue hill horizon,0
44091,44092,drink told,juma know go father explain,0
44093,44094,say use drink quit never use alcohol,thought knew drop stuff,0
44095,44096,would catch run earth lounge supper table lock door give opportunity tell come whereupon would move gradually steadily back come contact post stand tell nothing whatever pleasantly courteously hotel clerk,look back country come day,0
44097,44098,chickasaw indian agent dealt wake county recorder saturday night deed patent land gold spanish coin town learn hundred square mile best virgin bottom land country though even knowledge come late sutpen go know,head pretty good go climb,0
44099,44100,land among begin suspect general compson apparently knew spanish coin paid patent record last one kind possess,climbed dark make another dry camp,0
44101,44102,certain depart get several even anticipate believe even say aloud present sutpen future unborn sisterinlaw tell quentin almost eighty year later found unique practical way hiding loot return cache replenish pocket even actually ridden two pistol back river steamboat full gambler cotton slavedealers replenish cache,david kill two spur fowl slingshot small flock walk across trail sunset,0
44103,44104,least tell one another two month later return without warn accompany time cover wagon negro drive seat negro small alertly resign man grim harry latin face frock coat flower waistcoat hat would create furore paris boulevard wear constantly next two somberly theatric clothing expression fatalistic amaze white client negro crew advise though direct go stark naked save coat dry mud,bird come old elephant trail dust walk neatly plumply pebble broke back one bird begin jerk toss wing thump another bird ran forward peck david pouch another pebble pull back sent rib second bird,0
44105,44106,french architect,ran forward put hand bird whir,0
44107,44108,year later town learn come way martinique sutpen bare promise live two year venison cooked campfire unfloored tent make wagon hood much saw color shape pay,juma look back smile time david picked two bird warm plump smoothly feather knock head handle hunt knife,0
44109,44110,pass town way back new orleans two year later even see jefferson would come sutpen would bring town even occasion sutpen would see much chance look jefferson first day wagon stop,camped night father say never see type francolin quite high,0
44111,44112,apparently sheer geographical hap sutpen pass town pause long enough someone general compson look beneath wagon hood black tunnel fill still eyeball smell like wolfden,well get double,0
44113,44114,legend sutpen wild negro begin wagon go though even wood iron compose well mule drew become imbue sheer association quality gaunt tireless drive conviction haste flee time later sutpen told quentin grandfather afternoon wagon pass jefferson without food since previous night try reach sutpen hundred river bottom try kill deer dark architect negro would spend another night without food,juma cooked bird spit stick coal small fire,0
44115,44116,legend wild men come gradually back town brought men would ride watch go begin tell sutpen would take stand beside game trail pistol send negro drive swamp like pack hound told first summer fall negro even use blanket sleep even coonhunter akers claimed walk one absolute mud like sleep alligator scream time,father drank whiskey water cup top flask lay watch juma cook afterward juma give breast heart ate two neck back leg,0
44117,44118,negro could speak english yet doubtless akers know language sutpen communicate sort french dark fatal tongue,make great difference davey father say,0
44119,44120,many akers though others responsible citizen landowner lurk camp night,well ration,0
44121,44122,fact miss coldfield told quentin would make party meet holston house go horseback often carry lunch,far behind,0
44123,44124,sutpen built brick kiln set saw planer brought capstan long sapling walkingbeam wagon team negro shift necessary machinery slow hitch negro actually wild men general compson told son quentin father negro work sutpen never raise voice instead lead caught psychological instant example ascendancy forbearance rather brute fear,david ask,0
44125,44126,without dismount usually sutpen even greet much nod apparently unaware presence idle shade would sit curious quiet clump though mutual protection watch mansion rise carry plank plank brick brick swamp clay timber beard white man twenty black one stark naked beneath croaching pervade mud,quite close actually father say,0
44127,44128,men spectator realize garment sutpen worn first rode jefferson one ever see woman county see,depends whether travel moon come,0
44129,44130,otherwise would anticipate miss coldfield divine save clothes since decorum even elegance appearance would weapon rather ladder could conduct last assault upon miss coldfield perhaps others believe respectability respectability accord general compson consist sutpen secret mind great deal mere acquisition chatelaine house,hour later tonight two hour later found,0
44131,44132,twenty negro work together plaster mud mosquito miss coldfield told quentin distinguishable one another beard eye alone architect resemble human creature french clothes wore constantly sort invincible fatality day house complete save windowglass ironware could make hand architect sun heat summer mud ice winter quiet unflagging fury,juma think know go,0
44133,44134,take two year crew import slave adopt fellow citizen still look good deal deadly beast could start slain country,wound kill askari far,0
44135,44136,work sunup sundown party horseman rode sat horse quietly watch architect formal coat paris hat expression grim embitter amazement lurk environs scene air something casual bitterly disinterested spectator condemn conscientious general compson say others much inexplicable incredible fact presence,five year ago say,0
44137,44138,good architect quentin knew house twelve mile jefferson grove cedar oak seventyfive year finish,may mean anytime,0
44139,44140,architect general compson say artist since artist could borne two year order build house doubtless expect firmly intend never see,still tow say,0
44141,44142,general compson say hardship sense outrage sensibility two year sojourn sutpen artist could borne sutpen ruthlessness hurry still manage curb dream grim castlelike magnificence sutpen obviously aim since place sutpen plan would almost large jefferson time little grim harry foreigner singlehanded give battle vanquished sutpen fierce overweening vanity desire magnificence vindication whatever even general compson know yet create sutpen defeat victory conquer sutpen would fail gain,alone since,0
44143,44144,finish last plank brick wooden pin could make,say,0
44145,44146,unpainted unfurnished without pane glass doorknob hinge twelve mile town almost far neighbor stood three year surround formal garden promenade slave quarter stable smokehouse wild turkey range within mile house deer come light color like smoke left delicate print formal bed would flower four year yet,nt see,0
44147,44148,begin period phase town county watch puzzlement yet,heard,0
44149,44150,perhaps next step toward secret end general compson claimed know town county comprehend dimly require patience passive time instead drive fury accustom woman first suspect want next step would,big say,0
44151,44152,none men certainly knew well enough call name suspect want wife,close two hundred,0
44153,44154,doubtless husband bachelor would refuse entertain idea would even protest next three year lead must perfect existence,big anything ever see,0
44155,44156,live eight mile neighbor masculine solitude might call halfacre gunroom baronial splendor,say one great elephant come near,0
44157,44158,live spartan shell large edifice county except courthouse whose threshold woman much see without feminize softness windowpane door mattress woman object elect dog sleep pallet bed even need dog kill game left footprint within sight kitchen door hunt instead human belong body soul believe say could creep bed buck cut throat could move,well get sleep david say,0
44159,44160,time begin invite party men miss coldfield told quentin sutpen hundred camp blanket naked room embryonic formal opulence hunt night played card drank occasion doubtless pit negro one another perhaps even time participate himselfthat spectacle accord miss coldfield son unable bear sight daughter look unmoved,hope well tomorrow,0
44161,44162,sutpen drank though probably others besides quentin grandfather remark drank sparingly save manage supply liquor,splendid today father say,0
44163,44164,guest would bring whiskey drank sort spar calculation though keep mentally general compson say sort balance spiritual solvency amount whiskey accepted amount run meat supply gun,proud,0
44165,44166,live like three year,juma,0
44167,44168,plantation inside two year drag house garden virgin swamp plow plant land seed cotton general compson loan,night woke moon sure proud except perhaps dexterity kill two bird,0
44169,44170,seem quit,found elephant night follow see tusk return find two men put trail,0
44171,44172,seem sit middle almost finish remain three year even appear intend want anything,david knew proud,0
44173,44174,perhaps wonder men county come believe life lead aim time general compson seem know well enough offer lend seed cotton start knew well sutpen ever told anything past,deadly follow start useless danger success kibo go close elephant night knew must hat sent back time,0
44175,44176,general compson knew first spanish coin last one compson town learn later offer lend sutpen money finish furnish house refuse,tusk elephant weigh two hundred pound apiece,0
44177,44178,doubtless general compson first man county tell sutpen need borrow money complete house supply yet lack intend marry,ever since tusk grown beyond normal size elephant hunt three would kill,0
44179,44180,first person know rather first man since accord miss coldfield told quentin seventyfive year later woman county tell one another husband well sutpen intend quit already go much trouble go much privation hardship settle live exactly live house built save roof sleep place unfloored wagon hood,david sure would kill david last day kept pace destroyed noon,0
44181,44182,probably woman already cast among family men might call friend prospective bride whose dowry might complete shape substance respectability miss coldfield anyway believe aim,probably proud,0
44183,44184,expiration second phase three year house finish architect depart sunday morning without warn town saw cross square foot garment ridden town five year ago one see since one negro iron coat heat brick general compson told quentin father enter methodist church men surprised,brought nothing useful hunt would far well without,0
44185,44186,woman merely say exhaust possibility family men hunt gamble come town find wife exactly would go memphis market buy livestock slave,many time day wish never betrayed elephant afternoon remember wish never see,0
44187,44188,comprehend apparently come town church invest choice assurance woman become one men surprise even amazement,awake moonlight knew true,0
44189,44190,town believe knew,morning write try remember truly felt happen day,0
44191,44192,two year watch grim unflagging fury erect shell house laid field three year remain completely static run electricity someone come along remove dismantle wiring dynamo,hardest make truly felt keep untinctured felt later,0
44193,44194,enter methodist church sunday morning iron coat men well woman believe look around congregation order anticipate direction foot would take become aware apparently marked miss coldfield father cold ruthless deliberation probably marked french architect,detail country sharp clear morning foreshorten prolongation exhaustion write well,0
44195,44196,watch shock amazement laid deliberate siege one man town could nothing common least man obviously could nothing sun save give credit little crossroads store cast vote favor ever seek ordination methodist methodist steward merchant modest position circumstance already wife family let alone dependent mother sister support proceeds business brought jefferson ten year ago single man name absolute undeviating even puritan uprightness country time lawless opportunity neither drank gamble even hunt,feel elephant hardest part knew would get away come back certain later day,0
44197,44198,surprise forgot mr coldfield marriageable daughter,knew feel begin form exhaust remember exactly,0
44199,44200,consider daughter,still involve problem living story lock suitcase come room onto hagstones lead terrace marita sit chair one pine face toward sea,0
44201,44202,think love connection sutpen,reading walk barefooted hear,0
44203,44204,thought ruthlessness rather justice fear rather respect pity love besides lose amaze speculation sutpen intend could contrive use mr coldfield far whatever secret end still,david look pleased see,0
44205,44206,never know even miss rosa coldfield,remember preposterous situation turn hotel walk catherine room,0
44207,44208,day hunt party sutpen hundred saw would town,nt room still feel africa completely real unreal false go terrace speak marita,0
44209,44210,loaf idle,good morning say,0
